Gene	RNASeq18MM-1-uP	RNASeq18MM-2-uP	RNASeq18MM-3-uP	RNASeq18LL-1-uP	RNASeq18LL-1-uP	RNASeq18LL-1-uP
leuT1	6742	7218	11379	12023	11185	13587
tRNA51	0	0	0	0	0	0
tRNA51;pseudo=	0	0	0	0	0	0
leuT2	4435	4830	7678	7793	7232	9246
proM2	576	696	983	1217	1196	1418
ECs4730	695	590	946	2677	2340	2571
ECs4731	1080	1187	1451	1038	875	783
ECs4732	10275	8921	11730	6779	6312	7664
ECs4733	9412	8292	12400	5949	4739	5282
ECs4734	3275	3375	5125	2866	2254	2692
ECs4735	7133	7674	8623	5866	5644	7316
ECs4736	32418	38112	50089	27612	25177	28331
ECs4738	230	287	381	193	201	225
ECs4737	72	82	100	92	86	74
ECs4739	3668	2925	5158	2225	1856	2147
ECs4740	1614	1254	1873	865	767	951
ECs4741	3298	3194	3954	1481	1455	1857
ECs4742	2252	2480	2764	1077	1017	1143
ECs4743	8091	7147	7691	5582	6468	9216
ECs4744	690	790	1106	578	434	443
ECs4745	180	200	372	224	173	170
ECs4746	7940	8030	13917	5255	4500	5251
ECs4747	49	56	114	96	60	78
ECs4748	17	30	47	23	17	14
ECs4749	1338	1452	1895	2314	1977	2209
ECs4750	547	486	578	270	353	385
ECs4751	7157	8663	11251	8128	7149	8323
ECs4752	7645	7748	9285	9551	9774	12455
ECs4753	4277	4474	6978	2567	2268	2794
ECs4754	1719	1956	2632	1517	1404	1732
ECs4755	6082	6991	8833	4832	4511	4995
ECs4756	5119	5107	7643	2509	2102	2268
ECs4757	4608	5492	6575	914	819	890
ECs4758	1883	2873	2871	184	181	237
ECs4759	165491	371203	316041	2805	2377	3015
ECs4760	9748	7294	15900	447	292	298
ECs4761	17653	16214	22554	1738	1530	1782
ECs4762	2189	2339	3101	1542	1266	1687
ECs4763	12532	13239	16047	8328	7792	9407
ECs4764	6869	6884	7144	3970	4389	5162
ECs4765	13289	13399	19337	11039	9448	10675
ECs4766	9198	10419	14375	8944	7982	8554
ECs4767	10600	9773	11490	10066	10444	12146
ECs4768	8346	9161	12711	11922	10069	11759
ECs4769	3097	3468	3963	3257	2934	3550
ECs4770	2171	2315	2647	3197	3662	4420
ECs4771	10996	11631	15619	10431	8881	9614
ECs4772	5085	2032	7505	3767	2536	2457
ECs4773	1430	1143	1214	609	578	602
ECs4774	2564	2326	2450	405	349	401
ECs4775	11395	12030	16309	7571	6095	7348
ECs4776	1846	1539	1842	1130	1263	1660
ECs4777	5128	6210	7831	5040	4219	5369
ECs4778	1790	1943	2363	1096	1059	1355
rrsA	589	484	1437	594	15343	567
ileT	316	292	633	787	775	1129
alaT	289	341	502	657	739	983
rrlA	683	325	1181	1070	27573	774
rrfA	5	3	10	2	10	2
ECs4779	297	264	487	342	345	360
ECs4780	733	910	1169	735	782	755
ECs4781	1554	1929	2591	1081	1075	1245
ECs4782	11416	13728	17670	7767	7203	8552
ECs4783	18157	19646	28628	6451	5881	6445
ECs4784	506	488	854	990	1006	1045
ECs4785	1134	1118	1635	2387	2062	2397
ECs4786	16169	16013	24873	11813	9838	11014
spf	548	599	937	1040	1064	1135
ECs4787	7138	6913	10608	7508	6404	7265
ECs4788	8131	7088	10812	7173	7780	10882
ECs4789	9056	9006	12950	7841	7136	8942
ECs4790	2203	2386	3022	2547	2552	2371
ECs4791	1802	1635	2664	1988	2011	1602
ECs4792	44210	55540	84368	34221	33114	30072
ECs4793	159601	176544	243321	390245	355308	403768
ECs4794	533	438	925	459	360	446
ECs4795	484	478	820	332	302	346
ECs4796	172	163	296	222	129	133
ECs4797	18	18	41	30	26	21
ECs4798	132	130	220	182	143	151
ECs4799	160	129	242	121	99	99
ECs4800	182	153	346	186	136	146
ECs4801	48	57	102	63	32	36
ECs4802	111	113	199	59	57	54
ECs4803	439	425	484	141	164	188
ECs4804	290	206	368	96	101	116
ECs4805	121	132	156	50	63	52
ECs4806	88	84	140	47	46	56
ECs4807	1315	1511	2162	792	661	797
ECs4808	2977	2750	4571	786	663	716
ECs4809	1953	2081	3275	489	393	433
ECs4810	1448	1930	2265	548	469	617
ECs4811	3720	3579	4012	1025	1018	1401
ECs4812	63	71	111	70	57	60
ECs4813	68	94	114	75	47	81
ECs4814	17	18	28	17	8	15
ECs4815	3	3	16	16	2	7
ECs4816	92	74	154	65	73	82
ECs4817	8311	9273	11912	9270	8596	10003
ECs4818	5172	5473	7494	4871	4550	4829
ECs4819	8698	8436	10501	6297	6471	6502
ECs4820	43753	41852	51548	27292	28797	29981
ECs4821	1856	1766	2360	2622	2240	3354
ECs4822	139	105	181	242	197	158
ECs4823	255	330	422	438	410	415
ECs4824	197	196	310	190	177	189
ECs4825	116	74	116	101	70	108
ECs4826	33	34	37	10	15	10
ECs4827	73	56	121	74	100	99
ECs4828	49	68	104	36	39	30
ECs4829	298	299	397	266	221	296
ECs4830	86	93	152	72	69	91
ECs4831	88	71	125	81	82	92
ECs4832	152	162	270	131	99	94
ECs4833	557	590	838	322	266	323
ECs4834	86637	98598	116493	19742	19330	21049
ECs4835	2109	2157	2927	3326	2799	3586
ECs4836	2912	2924	4125	2087	1631	2129
ECs4837	14212	17029	19493	3925	3728	4637
ECs4838	10585	12374	16095	2783	2388	2983
ECs4839	41144	52205	61411	14490	10845	19556
ECs4840	4475	4110	6130	2965	2615	3095
ECs4841	27516	30236	38122	17055	15247	16967
ECs4842	73628	102307	78426	1068	921	998
ECs4843	4419	6595	4873	1186	1091	1258
ECs4844	52987	58033	78847	23513	21601	24669
ECs4845	976	1234	1648	960	759	1046
ECs4846	330	312	533	412	290	413
ECs4847	1232	1440	1933	388	296	420
ECs4848	1985	2317	3036	728	634	745
ECs4849	5019	5809	7388	2680	2510	2750
ECs4850	10436	8893	11352	4060	4086	4739
ECs4851	104664	94268	124862	4448	4516	5076
ECs4852	41727	35207	55039	1063	958	859
ECs4853	5290	6102	8774	3279	2805	3485
ECs4854	241	261	341	265	221	248
ECs4855	79	77	143	83	46	92
ECs4856	7111	6171	10366	4949	4149	4701
ECs4857	1790	1152	3037	1322	797	822
ECs4858	35003	37248	48657	11232	10377	11713
ECs4859	10245	10083	13395	3356	3162	3515
ECs4860	5001	5057	7174	4304	4063	5121
ECs4861	3668	3933	5627	1306	1212	1458
ECs4862	5287	5489	5427	5449	6161	8024
ECs4863	31797	54594	53818	109570	101743	128193
ECs4864	3433	3089	3681	3538	3667	5732
ECs4865	190	259	354	232	195	194
ECs4866	1006	1393	1691	713	575	641
ECs4867	5387	9286	9766	2389	2184	2631
ECs4868	5285	10288	9257	747	630	773
ECs4869	12354	25673	17755	2471	2453	3223
ECs4870	29762	79837	60519	660	565	630
ECs4871	11168	15150	9457	1903	1705	2004
ECs4872	1463	1460	1846	1778	1436	1974
ECs4873	186	219	279	389	315	379
ECs4874	424	538	702	229	213	298
ECs4875	126	141	203	71	59	86
ECs4877	150	144	205	124	116	191
ECs4876	23	39	38	24	34	31
ECs4878	35	20	78	40	31	34
ECs4879	57	55	97	42	22	18
ECs4880	736	856	1085	562	498	602
ECs4881	199	171	288	195	164	165
ECs4882	63	49	104	56	41	60
ECs4883	738	752	1055	509	442	546
ECs4884	19123	21342	30997	26663	24669	29057
ECs4885	22500	20282	33231	4123	3721	5288
ECs4886	9767	8934	17672	924	1076	1466
ECs4887	11734	9865	22779	324	280	427
ECs4888	6766	3789	11254	137	126	184
ECs4889	25829	13866	38677	984	917	1051
oxyS	276	229	463	88	87	74
ECs4890	11010	10879	14679	7054	6304	8251
ECs4891	18488	20631	22815	5594	6482	6421
ECs4892	135	147	305	149	106	100
ECs4893	592	583	816	444	353	462
ECs4894	4930	6112	7246	4401	3985	4728
ECs4895	3265	3932	4917	2646	2581	2808
ECs4896	4723	4980	7590	7170	6506	7764
ECs4897	3420	2625	5182	4252	3034	3377
ECs4898	2548	3183	3786	2883	2472	2728
rrsB	795	679	1873	749	20124	777
gltT	1255	1610	2601	2998	3291	5058
rrlB	1110	512	2073	1751	49337	1174
rrfB	12	3	13	3	15	2
ECs4899	4393	3632	6830	6488	4779	4859
ECs4900	3360	3011	4996	5197	3794	3972
ECs4901	8654	10158	15298	8101	7693	9439
ECs4902	62	99	108	150	172	187
thrU	9	10	15	12	12	13
tyrU	6337	7047	10768	12751	11306	13838
glyT	3654	4248	6443	7303	6904	8241
thrT	2296	2586	3754	4626	4246	4588
ECs4903	327102	300791	416512	320757	294590	327533
ECs4904	30888	33459	47661	40085	35570	41342
ECs4905	35985	36996	45327	39992	41320	49539
ECs4906	110235	122927	176377	225737	198439	223808
ECs4907	179248	199112	253979	339849	323832	367730
ECs4908	225807	263673	368289	579621	525540	590846
ECs4909	182237	203463	300986	472732	415147	466751
ECs4910	258330	186311	362774	354732	269772	270778
ECs4911	309060	234582	423686	448254	385260	421793
ECs4912	870	1120	1359	1631	1474	1477
ECs4913	5018	6174	5246	8204	9031	10111
ECs4914	2928	2704	2291	3717	4445	6378
ECs4915	1948	1755	1315	2716	3527	4868
ECs4916	1585	1301	890	1956	2594	3453
ECs4917	5822	5993	5730	11519	10291	12101
ECs4918	5935	7541	9712	1576	1351	1673
ECs4919	3885	3468	6026	2485	2186	2737
ECs4920	8646	8807	9971	5095	5044	6850
ECs4921	3465	3418	3891	1459	1864	2386
ECs4922	6550	7314	10234	6551	5811	6520
ECs4923	68612	84181	113452	22578	20237	25895
ECs4924	3896	4547	5924	2885	2685	3062
ECs4925	139	107	152	133	102	124
ECs4926	358	383	475	285	308	312
ECs4927	865	915	995	421	372	522
ECs4928	32426	23847	31084	991	1135	1719
ECs4929	42705	36610	50729	1429	1411	1859
rrsE	799	689	2058	818	20681	892
gltV	1474	1699	2442	3236	3641	4867
rrlE	1097	573	1923	1649	45562	1187
rrfE	1	4	12	1	17	3
ECs4930	182	139	271	227	220	209
ECs4931	3671	9970	7043	776	733	749
ECs4932	1645	2031	2533	705	574	675
ECs4933	2420	2815	2625	592	655	758
ECs4934	1076	1628	1723	678	580	684
ECs4935	89	118	208	233	183	215
ECs4936	3197	3608	4764	1804	1903	2139
ECs4937	14929	16138	21276	5706	5059	5862
ECs4938	3318	3275	3948	2291	2312	2764
ECs4939	1615	1957	2411	1484	1280	1648
ECs4940	740	785	1072	582	548	680
ECs4941	10993	11108	14588	5584	5607	7117
ECs4942	2027	1985	2579	1834	1671	2539
ECs4943	5324	5749	8478	3154	2660	3028
ECs4944	40	35	66	69	50	61
ECs4945	1739	1943	2008	2825	2557	2810
ECs4946	85	106	115	54	73	92
ECs4947	9	12	17	8	8	6
ECs4948	15	15	22	5	11	11
ECs4949	13	22	53	26	13	8
ECs4950	29	16	41	8	9	14
ECs4951	19	29	75	13	6	11
ECs4952	51	29	66	16	15	27
ECs4953	15	7	30	17	9	6
ECs4954	27	28	39	19	14	15
ECs4955	19	20	48	19	17	20
ECs4956	17	33	76	28	12	23
ECs4957	31	42	66	24	28	28
ECs4958	7	4	14	10	4	3
ECs4959	29	14	38	15	19	34
ECs4960	100	98	134	83	69	124
ECs4961	733	597	1040	476	388	457
ECs4962	155	201	201	91	93	132
ECs4963	0	0	0	0	0	0
ECs4964	4	0	1	4	2	1
ECs4965	4	2	1	2	3	6
ECs4966	9	14	16	10	5	8
ECs4967	14	9	15	7	6	10
ECs4968	29	18	13	11	17	25
ECs4969	210	177	285	165	89	152
ECs4970	326	242	327	118	121	196
ECs4971	637	692	819	557	557	650
ECs4972	147	159	206	89	121	101
ECs4973	289	296	354	225	246	315
ECs4974	103	108	162	63	69	96
ECs4975	82	44	43	26	31	60
ECs4976	73	45	61	50	34	62
ECs4977	58	66	85	34	32	72
ECs4978	21	19	22	9	6	3
ECs4979	389	379	506	270	264	270
ECs4980	118	72	153	44	56	31
ECs4981	245	235	326	68	76	89
ECs4982	372	224	498	266	170	217
ECs4983	555	571	752	513	435	531
ECs4984	263	240	260	168	237	282
ECs4985	179	110	216	151	100	142
ECs4986	98	91	125	82	61	119
ECs4987	437	338	629	314	221	280
ECs4988	173	109	212	121	88	118
ECs4989	309	341	470	192	141	172
ECs4990	99	144	178	99	106	128
ECs4991	18	16	35	19	13	32
ECs4992	174	177	232	181	153	219
ECs4993	1238	1372	1939	1478	1239	1365
ECs4994	191	234	318	241	250	321
ECs4995	233	320	428	435	407	448
ECs4996	2487	3192	3991	4736	5072	5527
ECs4997	1234	1489	1887	715	578	698
ECs4998	1015	1043	1225	621	618	528
ECs4999	102	111	111	76	63	75
ECs5000	224	240	204	170	153	146
ECs5001	70	74	48	61	58	40
ECs5002	93	117	88	79	80	72
ECs5003	297	333	335	276	207	233
ECs5004	203	221	297	154	130	82
ECs5005	2634	2536	3839	3633	3058	3518
ECs5006	1445	1625	2176	865	817	889
ECs5007	2842	3597	4140	1459	1473	1815
ECs5008	47921	50463	72784	15740	13899	15106
ECs5009	436	395	418	160	195	368
ECs5010	136	215	178	212	192	190
ECs5011	124	94	76	73	107	110
ECs5012	530	638	698	732	544	472
ECs5013	1581	2675	2894	922	864	1016
ECs5014	1248	1936	2040	1012	912	958
ECs5015	930	766	1061	169	214	228
ECs5016	801	720	854	287	231	269
ECs5017	1499	1402	1804	138	100	87
ECs5018	642	470	545	72	62	90
ECs5019	1320	1228	1614	453	314	391
ECs5020	1644	1503	1674	782	856	985
ECs5021	129	158	316	119	107	94
ECs5022	1965	2037	2993	1244	1100	1139
ECs5023	2289	1968	2757	1336	1299	1492
ECs5024	25453	25777	30286	18594	19844	23291
ECs5025	2115	2491	3272	1540	1398	1649
ECs5026	11261	11810	15551	8792	8385	10631
ECs5027	3851	3154	4181	3326	3246	4726
ECs5028	21368	26163	34015	1872	1836	2226
ECs5029	2757	3168	3498	1845	1847	2028
ECs5030	108	120	179	117	100	130
ECs5031	5170	4482	6896	7488	6211	8417
ECs5032	675	591	1367	680	467	687
ECs5033	5729	6415	9326	3395	3018	3634
ECs5034	10620	11579	14396	11082	10448	12269
ECs5035	4657	3943	5972	5049	4551	5353
ECs5036	4628	4488	8823	1102	999	1446
ECs5037	1848	2321	2675	542	461	537
ECs5038	2877	3752	4685	1111	1026	1140
ECs5039	1514	1811	1975	578	556	691
ECs5040	25920	25647	28956	22537	22793	26441
ECs5041	13471	14278	18928	13576	12582	14390
ECs5042	5116	6822	5245	43969	42498	49935
ECs5043	1037	1111	1157	602	541	658
ECs5044	8135	9124	10012	5020	4288	4960
ECs5045	414	565	674	295	235	329
ECs5046	3195	3435	3737	489	504	492
ECs5047	3594	2889	4634	1699	1569	1963
ECs5048	64	80	130	112	85	111
ECs5049	3653	3137	4373	665	542	690
ECs5050	774	763	749	46	32	43
ECs5051	5604	4067	4893	222	265	339
ECs5052	142	131	201	88	80	126
ECs5053	49	47	87	52	52	47
ECs5054	17	12	30	19	17	9
ECs5055	51	29	81	40	17	32
ECs5056	94	82	145	60	34	74
ECs5057	26	21	54	26	26	27
ECs5058	109	114	163	130	110	150
ECs5059	2537	2472	3443	4139	3714	4037
ECs5060	2681	3195	3876	3738	3416	3845
ECs5061	827	949	1151	877	834	978
ECs5062	150	173	234	137	118	177
ECs5063	499	610	778	329	295	330
ECs5064	122	148	219	128	100	143
ECs5065	12	6	14	7	6	7
ECs5066	155	125	247	111	96	128
ECs5067	463	361	468	69	104	97
ECs5068	468	403	468	125	133	172
ECs5069	587	407	630	149	141	193
ECs5070	327	271	414	217	138	174
ECs5071	857	805	1068	294	318	371
ECs5072	56	37	51	26	52	49
ECs5073	285	261	360	203	241	305
ECs5074	673	601	746	258	281	469
ECs5075	694	871	721	231	263	277
ECs5076	1275	1043	943	164	290	400
ECs5077	28	26	25	11	19	19
ECs5078	51	11	11	10	7	28
ECs5079	20	7	23	15	6	9
ECs5080	24	18	20	7	9	11
ECs5081	24	25	34	10	16	23
ECs5082	17	12	6	9	2	14
ECs5083	12	7	12	6	12	49
ECs5084	21	6	4	5	2	16
ECs5085	29	8	6	10	24	40
ECs5086	57	29	17	19	27	69
ECs5087	87	88	125	54	57	86
ECs5088	71	102	94	44	27	59
ECs5089	2600	2810	3612	195	129	204
ECs5090	2170	2237	3782	2429	2008	2290
ECs5091	1970	2433	2209	2825	2381	2348
ECs5092	409	535	407	375	335	276
ECs5093	16450	13648	23885	48404	33530	37906
ECs5094	5299	4837	6761	3058	2980	3371
ECs5095	3884	3662	5112	1949	1804	2162
ECs5096	3881	4308	5676	2389	2190	2497
ECs5097	236	277	335	343	323	333
ECs5098	30	32	60	166	116	114
ECs5099	651	674	858	711	732	785
ECs5100	667	773	1019	257	263	250
ECs5101	584	664	832	478	442	499
ECs5102	769	883	1257	877	731	866
ECs5103	615	620	963	322	335	351
ECs5104	482	483	635	488	422	469
ECs5105	145	123	201	228	161	161
ECs5106	1518	1670	2401	865	694	881
ECs5107	2510	2794	3509	2217	2023	2413
ECs5108	347	248	572	19	23	32
ECs5109	1056	1099	1820	56	69	84
ECs5110	55	62	75	37	29	25
ECs5111	1816	2059	2943	1184	1033	1257
ECs5112	421	455	613	393	368	400
ECs5113	681	687	986	775	706	764
ECs5114	112	121	169	214	155	234
ECs5115	1464	1674	2220	1603	1456	1452
pheU	520	561	663	305	287	398
ECs5116	7832	7882	10897	1362	1296	1587
ECs5117	4907	5103	6731	3650	3135	3626
ECs5118	1363	1406	1942	776	729	736
ECs5119	5434	6319	8690	5103	4132	4995
ECs5120	21092	22518	28311	4743	4564	5262
ECs5121	2488	2832	4114	1034	902	1080
ECs5122	6298	5329	9460	2605	2200	2725
ECs5123	33904	33551	43757	8336	8407	9540
ECs5124	214155	216159	311429	51539	47453	53968
ECs5125	6690	6275	7887	2399	2386	2987
ECs5126	974	1030	1422	938	870	972
ECs5127	4958	5238	8055	5785	5111	6370
ECs5128	28275	32632	43541	34771	31946	36319
ECs5129	6596	6670	8375	1362	1331	1684
ECs5130	5103	6082	7432	502	437	532
ECs5131	1157	1103	1806	610	494	542
ECs5132	589	664	758	127	130	175
ECs5133	609	615	806	139	117	122
ECs5134	1143	1242	1387	175	184	195
ECs5135	3692	3444	3969	697	775	819
ECs5136	4310	4292	7074	13450	11917	14250
ECs5137	923	1048	1517	3651	3377	3831
ECs5138	8003	7966	9788	6726	6730	9187
ECs5139	8894	9291	12567	7366	6528	8584
ECs5140	8620	8960	10438	7075	7425	9988
ECs5141	2949	2734	3856	1884	1729	2494
glyV	2348	2811	4085	3927	3783	5017
glyX	1345	1531	2219	2525	2573	3407
glyY	662	863	1058	1040	1160	1414
ECs5143	3786	4269	5022	3207	2819	3355
ECs5142	3775	3057	3536	1224	1296	1733
ECs5144	1967	1632	3021	1586	1362	1430
ECs5145	6639	5885	8394	5733	5105	5929
ECs5146	11688	10973	12569	6451	7181	9539
ECs5147	36473	40850	52209	13013	11255	14011
ECs5148	24476	26561	38069	11881	9689	11729
ECs5149	25446	27422	35968	13532	12066	13979
ECs5150	36927	39511	49846	20063	18348	21405
ECs5151	27453	28086	36593	15258	13575	16540
ECs5152	469	419	814	958	816	778
ECs5153	55959	57485	65534	45526	44750	50910
ECs5154	1267	1088	2146	4000	2929	3339
ECs5155	18354	20070	23689	33513	31238	39334
ECs5156	3863	4120	5739	10685	9638	12608
ECs5157	38	45	54	58	58	71
ECs5158	78	102	120	165	108	136
ECs5159	68	89	113	116	88	130
ECs5160	19	21	40	28	32	29
ECs5161	59	69	89	104	71	75
ECs5162	334	294	494	386	269	389
ECs5163	764	424	1180	107	93	115
ECs5164	2215	2378	4004	478	347	429
ECs5165	3607	3707	6767	707	603	743
ECs5166	1094	1139	1360	509	593	724
ECs5167	1120	1271	2032	1019	854	994
ECs5168	217	190	353	148	105	152
ECs5169	302	286	642	130	125	133
ECs5170	87	71	168	25	21	24
ECs5171	184	157	264	76	51	75
ECs5172	262	264	402	114	139	188
ECs5173	295	301	450	222	175	222
ECs5174	353	313	376	196	173	263
ECs5175	242	238	267	73	58	59
ECs5176	166554	203439	271317	404024	380818	427214
ECs5177	76219	93715	124341	190412	179885	201079
ECs5178	64025	77249	105065	166328	154723	171174
ECs5179	122678	154284	203339	321951	309025	346216
ECs5180	947	1047	1474	4372	3858	4331
ECs5181	23	34	56	72	48	55
ECs5182	138	205	221	182	176	170
ECs5183	3593	4039	5174	4347	4137	4760
ECs5184	4586	5533	7186	2097	1713	2247
ECs5185	20520	18706	27289	10839	9878	12595
ECs5186	14316	14247	21240	8292	6680	7793
ECs5187	781	729	1073	632	607	727
ECs5188	2393	2444	3213	872	1029	1099
ECs5190	273	267	321	157	134	162
ECs5189	498	519	546	343	344	448
ECs5191	4655	5139	7050	2170	1845	2142
ECs5192	3095	2720	3953	802	780	870
ECs5193	160	196	215	163	125	145
ECs5194	1974	2142	2764	1587	1320	1510
ECs5195	31611	42448	52176	5730	6165	6370
ECs5196	14324	17082	20689	20704	19515	21358
ECs5197	6808	7454	9944	928	963	1164
ECs5198	5683	6775	8594	3996	3429	4300
ECs5199	7516	7268	10843	6280	5192	6096
ECs5200	0	0	0	0	0	0
ECs5201	0	5	3	4	3	2
ECs5202	125	149	188	120	82	133
ECs5203	215	216	346	281	244	255
ECs5204	51458	55677	80419	28785	26733	30765
ECs5205	2441	2243	3477	252	227	256
ECs5206	1936	1796	2428	287	236	316
ECs5207	603	242	456	97	100	120
ECs5208	621	485	944	203	162	197
ECs5209	11615	13885	22017	3723	3315	4211
ECs5210	11259	10529	13888	13419	11806	14785
ECs5211	8410	9308	11893	9447	8299	9768
ECs5212	8375	6516	12387	4841	3720	4205
ECs5213	4918	5314	6987	2113	1710	1929
ECs5214	759	795	1211	400	304	334
ECs5215	3002	2920	4498	1145	846	961
ECs5216	367	441	653	210	231	241
ECs5217	433	583	550	257	215	255
ECs5218	2388	3149	2954	1216	1086	1253
ECs5219	2870	2503	3592	1860	1500	1605
ECs5220	20530	22212	33767	7201	6546	7898
ECs5221	10250	9745	17872	382	358	483
ECs5222	19668	18857	34015	909	845	951
ECs5224	117	154	241	11	13	10
ECs5223	186	216	363	44	38	45
ECs5225	1746	1915	3095	395	387	436
ECs5226	2953	3284	3990	1219	1360	1525
ECs5227	460	612	853	594	460	504
ECs5228	472	592	834	611	566	665
ECs5229	601	748	1118	743	692	819
ECs5230	515	456	983	370	292	280
ECs5231	10655	7376	20563	173	104	147
ECs5232	6249	6157	9591	4138	3117	3473
ECs5233	738	862	1239	773	623	704
ECs5234	79	93	137	123	67	83
ECs5235	49868	52490	65840	45052	43108	53209
ECs5236	2112	2220	2893	1389	1380	1706
ECs5237	20435	22544	28071	11897	11543	14743
ECs5238	4353	4544	6467	5319	3985	4494
ECs5239	7863	8298	9900	8105	7784	9069
ECs5240	4169	3088	6351	513	383	464
ECs5241	5840	5058	8205	419	396	411
leuX	273	342	409	607	552	768
ECs5242	3659	2568	5749	7881	5232	5691
ECs5243	827	995	1108	552	543	641
ECs5244	2730	3027	3577	2017	1738	2251
ECs5245	691	779	1027	671	580	642
ECs5246	906	1103	1389	772	700	865
ECs5247	1272	826	2083	1471	931	905
ECs5248	383	540	635	218	169	175
ECs5249	601	646	980	555	485	548
ECs5250	2111	2124	3578	1244	1134	1291
ECs5251	693	730	1057	611	615	579
ECs5252	668	630	1038	506	397	507
ECs5253	2443	2673	3921	1036	855	1145
ECs5254	590	625	1053	634	535	630
ECs5255	58	57	89	73	78	88
ECs5256	477	575	817	568	497	722
ECs5257	384	435	595	279	247	324
ECs5258	1348	1509	2340	1020	938	1103
ECs5259	3009	3526	5264	620	583	642
ECs5260	6310	6422	9851	2819	2216	2547
ECs5261	5659	5490	8013	4640	3853	4206
ECs5262	8816	9521	11809	8069	7514	7996
ECs5263	8317	8580	10911	8265	7583	8393
ECs5264	5055	5256	7772	4536	3688	4291
ECs5265	28	26	57	54	57	66
ECs5266	7	17	33	27	33	27
ECs5267	66	58	59	35	44	58
ECs5268	455	464	710	304	224	266
ECs5269	985	1007	1501	264	203	145
ECs5270	48	50	75	108	96	99
ECs5271	387	455	544	180	158	158
ECs5272	137	106	172	227	158	186
ECs5273	85	102	145	88	71	93
ECs5274	48	34	65	53	40	51
ECs5275	29	19	72	55	17	21
ECs5276	104	126	198	146	118	129
ECs5277	26	43	60	36	22	19
ECs5278	41	45	68	51	27	29
ECs5279	204	276	378	226	149	174
ECs5280	217	232	337	163	186	196
ECs5281	1993	2074	2286	1152	1066	1126
ECs5282	1496	1421	1620	775	757	1043
ECs5283	2100	2453	3364	2898	2505	3006
ECs5284	32	60	71	43	28	27
ECs5285	182	250	298	80	54	71
ECs5286	1367	1377	1759	1131	1097	1581
ECs5287	118	127	167	112	129	131
ECs5288	103	86	137	52	64	79
ECs5289	306	320	489	321	266	303
ECs5290	2323	2707	3665	1931	1905	2013
ECs5291	32	31	44	23	21	16
ECs5292	15	13	19	18	11	6
ECs5293	1982	2125	2862	362	339	373
ECs5294	312	310	446	189	243	192
ECs5295	281	304	479	422	340	358
ECs5296	25	41	70	63	34	38
ECs5297	166	116	172	73	90	81
ECs5298	1000	920	1257	400	277	371
ECs5299	2674	2843	3928	479	513	538
ECs5300	1945	1952	2269	502	551	577
ECs5301	306	349	559	218	197	161
ECs5302	834	849	1149	289	269	307
ECs5303	6	9	18	11	10	6
ECs5304	81	72	180	89	87	90
ECs5305	100	96	154	134	105	141
ECs5306	1539	1480	2445	3260	2422	2634
ECs5307	2026	1934	3135	4033	3291	3794
ECs5308	3590	4020	5384	2537	2349	2573
ECs5309	71	64	144	83	72	100
ECs5310	49	45	95	70	55	60
ECs5311	1288	1299	1586	346	399	584
ECs5312	349	471	517	177	124	168
ECs5313	753	745	891	657	617	698
ECs5314	38	35	61	50	33	27
ECs5315	1142	1227	733	735	598	492
ECs5316	1185	1429	1721	1264	1146	1189
ECs5317	274	278	386	80	57	63
ECs5318	135	137	179	97	108	126
ECs5319	5700	6193	8073	5942	5354	5947
ECs5320	3638	4153	5336	3683	3502	4170
ECs5321	3348	3877	5266	3771	3430	3948
ECs5322	3417	3494	3818	3097	3505	4131
ECs5323	156	179	225	84	63	83
ECs5324	368	516	566	241	226	197
ECs5325	88	76	87	83	91	79
ECs5326	264	347	409	170	152	203
ECs5327	2477	2674	2740	676	616	743
ECs5328	168	214	209	297	265	299
